order_id,order_date,region,channel,units,unit_price,discount,revenue
10446,2025-08-11,South,Online,34.0,24.48,0.021,814.84
10447,2025-08-12,East,Online,18.0,24.81,0.07,415.32
10448,2025-08-12,East,Retail,27.0,23.78,0.016,631.79
10449,2025-08-13,South,Retail,14.0,19.76,0.031,268.06
10450,2025-08-13,East,Retail,27.0,24.76,0.06,628.41
10451,2025-08-14,north,Online,24.0,22.53,0.026,526.66
10452,2025-08-14,South,Retail,39.0,18.95,0.029,717.62
10453,2025-08-15,East,Retail,16.0,29.25,0.073,433.84
10454,2025-08-15,East,Online,9.0,21.79,0.017,192.78
10455,2025-08-16,South,Partner,6.0,20.74,0.173,102.91
10456,2025-08-16,South,Online,20.0,16.5,0.071,306.57
10457,2025-08-17,South,Retail,20.0,23.54,0.022,460.44
10458,2025-08-17,South,Online,4.0,18.17,0.026,70.79
10459,2025-08-18,East,Retail,1.0,23.85,0.071,22.16
10460,2025-08-18,South,Retail,,21.31,0.026,332.1
10461,2025-08-19,South,Retail,2.0,22.14,0.08,40.74
10462,2025-08-19,East,Online,38.0,21.22,0.066,753.14
10463,2025-08-20,South,Partner,31.0,18.13,0.076,519.32
10464,2025-08-20,North,Retail,4.0,18.51,0.018,72.71
10465,2025-08-21,East,Online,31.0,24.34,0.017,741.71
10466,2025-08-21,South,Online,30.0,18.75,0.06,528.75
10467,2025-08-22,East,Retail,29.0,23.13,0.066,626.5
10468,2025-08-22,East,Online,34.0,22.29,0.018,744.22
10469,2025-08-23,South,Retail,28.0,18.04,0.016,497.04
10470,2025-08-23,East,Retail,20.0,22.13,0.019,434.19
10471,2025-08-24,North,Retail,29.0,23.32,0.011,668.84
10472,2025-08-24,South,Partner,32.0,22.79,0.127,636.66
10473,2025-08-25,West,Online,23.0,13.17,0.04,290.79
10474,2025-08-25,South,Online,18.0,18.71,0.05,319.94
10475,2025-08-26,South,Online,23.0,17.95,0.004,411.2
10476,2025-08-26,East,Partner,14.0,25.23,0.172,292.47
10477,2025-08-27,East,Online,16.0,21.62,0.009,342.81
10478,2025-08-27,South,Retail,20.0,18.63,0.022,364.4
10479,2025-08-28,South,Online,,16.4,0.015,484.62
10480,2025-08-28,North,Partner,8.0,23.74,0.166,158.39
10481,2025-08-29,North,Partner,,22.25,0.133,327.94
10482,2025-08-29,North,Online,12.0,21.6,0.011,256.35
10483,2025-08-30,South,Partner,7.0,19.93,0.124,122.21
10484,2025-08-30,West,Retail,12.0,17.38,0.078,192.29
10485,2025-08-31,South,Online,12.0,15.12,0.064,169.83
10486,2025-08-31,South,Online,39.0,20.49,0.052,757.56
10487,2025-09-01,South,Online,16.0,19.72,0.03,306.05
10488,2025-09-01,South,Retail,14.0,18.61,0.032,252.2
10489,2025-09-02,West,Online,16.0,20.46,0.024,319.5
10490,2025-09-02,West,Online,9.0,21.05,0.064,177.33
10491,2025-09-03,South,Online,36.0,16.27,0.064,548.23
10492,2025-09-03,North,Retail,37.0,20.05,0.039,712.92
10493,2025-09-04,West,Retail,16.0,21.87,0.069,325.78
10494,2025-09-04,South,Partner,6.0,22.55,0.099,121.91
10495,2025-09-05,East,Online,1.0,22.15,0.055,20.93
10496,2025-09-05,North,Retail,38.0,19.05,0.022,707.97
10497,2025-09-06,West,Online,33.0,16.41,0.019,531.24
10498,2025-09-06,North,Online,34.0,20.75,0.018,692.8
10499,2025-09-07,South,Partner,23.0,15.04,0.164,289.19
10500,2025-09-07,North,Online,26.0,22.08,0.064,537.34
10501,2025-09-08,South,Partner,30.0,15.8,0.06,445.56
10502,2025-09-08,East,Retail,17.0,20.97,0.066,332.96
10503,2025-09-09,East,Online,33.0,26.29,0.064,812.05
10504,2025-09-09,South,Retail,8.0,17.29,0.035,133.48
10505,2025-09-10,East,Online,18.0,23.82,0.061,402.61
10506,2025-09-10,South,Partner,5.0,20.57,0.078,94.83
10507,2025-09-11,South,Online,31.0,21.03,0.052,618.03
10508,2025-09-11,South,Online,5.0,18.16,0.003,90.53
10509,2025-09-12,North,Retail,20.0,22.11,0.077,408.15
10510,2025-09-12,North,Online,14.0,19.94,0.07,259.62
10511,2025-09-13,East,Online,39.0,28.37,0.013,1092.05
10512,2025-09-13,East,Retail,16.0,25.62,0.061,384.91
10513,2025-09-14,North,Online,6.0,19.24,0.066,107.82
10514,2025-09-14,East,Retail,37.0,24.01,0.003,885.7
10515,2025-09-15,East,Retail,22.0,25.78,0.045,541.64
10516,2025-09-15,South,Partner,21.0,20.2,0.085,388.14
10517,2025-09-16,North,Online,25.0,26.57,0.049,631.7
10518,2025-09-16,East,Retail,39.0,27.43,0.071,993.82
10519,2025-09-17,North,Partner,2.0,20.65,0.183,33.74
10520,2025-09-17,South,Online,29.0,18.78,0.017,535.36
10521,2025-09-18,South,Retail,,15.8,0.044,271.89
10522,2025-09-18,South,Online,6.0,19.62,0.045,112.42
10523,2025-09-19,North,Partner,36.0,22.38,0.141,692.08
10524,2025-09-19,South,Retail,22.0,25.76,0.011,560.49
10525,2025-09-20,South,Partner,36.0,19.24,0.122,608.14
10526,2025-09-20,South,Retail,7.0,13.77,0.014,95.04
10527,2025-09-21,North,Partner,27.0,20.32,0.146,468.54
10528,2025-09-21,West,Online,2.0,18.28,0.054,34.59
10529,2025-09-22,North,Retail,39.0,18.86,0.077,678.9
10530,2025-09-22,North,Online,37.0,19.83,0.037,706.56
10531,2025-09-23,North,Online,35.0,21.09,0.052,699.77
10532,2025-09-23,North,Online,14.0,22.85,0.061,300.39
10533,2025-09-24,South,Retail,28.0,18.59,0.054,492.41
10534,2025-09-24,East,Retail,8.0,21.78,0.053,165.01
10535,2025-09-25,East,Partner,33.0,25.97,0.05,814.16
10536,2025-09-25,North,Online,4.0,20.65,0.07,76.82
10537,2025-09-26,North,Online,29.0,20.75,0.013,593.93
10538,2025-09-26,North,Online,26.0,18.55,0.014,475.55
10539,2025-09-27,East,Retail,12.0,22.03,0.041,253.52
10540,2025-09-27,South,Retail,18.0,20.63,0.047,353.89
10541,2025-09-28,West,Retail,,13.96,0.06,249.33
10542,2025-09-28,East,Retail,1.0,23.82,0.023,23.27
10543,2025-09-29,South,Retail,3.0,20.79,0.076,57.63
10544,2025-09-29,East,Online,28.0,23.06,0.05,613.4
10545,2025-09-30,East,Online,27.0,24.6,0.068,619.03
10546,2025-09-30,North,Online,11.0,19.21,0.038,203.28
10547,2025-10-01,North,Partner,18.0,25.28,0.121,399.98
10548,2025-10-01,South,Retail,31.0,21.75,0.001,673.58
10549,2025-10-02,South,Online,27.0,19.59,0.051,501.95
10550,2025-10-02,North,Online,20.0,17.61,0.034,340.23
10551,2025-10-03,South,Online,34.0,16.39,0.035,537.76
10552,2025-10-03,South,Retail,21.0,21.44,0.026,438.53
10553,2025-10-04,North,Retail,1.0,26.28,0.014,25.91
10554,2025-10-04,North,Partner,18.0,22.74,0.063,383.53
10555,2025-10-05,North,Online,10.0,25.12,0.02,246.18
10556,2025-10-05,North,Online,27.0,20.48,0.071,513.7
10557,2025-10-06,West,Retail,5.0,17.53,0.014,86.42
10558,2025-10-06,North,Partner,39.0,22.0,0.068,799.66
10559,2025-10-07,North,Retail,24.0,23.06,0.069,515.25
10560,2025-10-07,North,Online,32.0,18.18,0.031,563.73
10561,2025-10-08,South,Retail,18.0,21.35,0.062,360.47
10562,2025-10-08,North,Online,3.0,25.31,0.046,72.44
10563,2025-10-09,South,Partner,18.0,16.13,0.111,258.11
10564,2025-10-09,North,Online,,18.61,0.065,348.01
10565,2025-10-10,north,Online,17.0,22.88,0.066,363.29
10566,2025-10-10,East,Retail,10.0,22.36,0.016,220.02
10567,2025-10-11,North,Online,9.0,16.07,0.072,134.22
10568,2025-10-11,South,Retail,4.0,21.02,0.003,83.83
10569,2025-10-12,South,Retail,20.0,19.39,0.0,387.8
10570,2025-10-12,South,Retail,8.0,17.81,0.039,136.92
10571,2025-10-13,East,Online,25.0,29.28,0.024,714.43
10572,2025-10-13,North,Retail,10.0,22.35,0.034,215.9
10573,2025-10-14,West,Online,17.0,16.12,0.038,263.63
10574,2025-10-14,West,Partner,38.0,18.25,0.129,604.04
10575,2025-10-15,East,Partner,21.0,21.4,0.138,387.38
10576,2025-10-15,North,Online,30.0,20.1,0.073,558.98
10577,2025-10-16,East,Online,27.0,24.97,0.028,655.31
10578,2025-10-16,South,Partner,34.0,17.61,0.187,486.78
10579,2025-10-17,East,Online,3.0,22.87,0.052,65.04
10580,2025-10-17,North,Online,28.0,26.17,0.016,721.04
10581,2025-10-18,West,Online,10.0,20.15,0.032,195.05
10582,2025-10-18,West,Online,13.0,20.01,0.057,245.3
10583,2025-10-19,North,Online,36.0,23.32,0.0,839.52
10584,2025-10-19,North,Retail,16.0,23.21,0.062,348.34
10585,2025-10-20,North,Partner,21.0,25.64,0.068,501.83
10586,2025-10-20,East,Retail,18.0,23.95,0.031,417.74
10587,2025-10-21,West,Online,5.0,22.64,0.02,110.94
10588,2025-10-21,West,Online,12.0,15.62,0.043,179.38
10589,2025-10-22,South,Online,6.0,18.36,0.024,107.52
10590,2025-10-22,East,Partner,17.0,20.55,0.067,325.94
10591,2025-10-23,East,Online,1.0,23.14,0.047,22.05
10592,2025-10-23,South,Retail,31.0,20.3,0.025,613.57
10593,2025-10-24,West,Partner,21.0,21.63,0.157,382.92
10594,2025-10-24,South,Online,3.0,17.34,0.049,49.47
10595,2025-10-25,North,Online,39.0,22.01,0.011,848.95
10596,2025-10-25,South,Retail,11.0,18.1,0.033,192.53
10597,2025-10-26,North,Online,14.0,20.15,0.039,271.1
10598,2025-10-26,East,Partner,19.0,21.03,0.062,374.8
10599,2025-10-27,East,Online,21.0,24.15,0.026,493.96
10600,2025-10-27,South,Online,27.0,14.67,0.036,381.83
10447,2025-08-12,East,Online,18.0,24.81,0.07,415.32
10405,2025-07-22,North,Online,7.0,24.34,0.0,170.38
10510,2025-09-12,North,Online,14.0,19.94,0.07,259.62
10456,2025-08-16,South,Online,20.0,16.5,0.071,306.57
10202,2025-04-11,East,Online,13.0,22.57,0.035,283.14
10024,2025-01-12,North,Online,3.0,19.73,0.063,55.46
